,Title,Rating,Release Date,Runtime,Genres
5150,Lucky Luke and the Daltons,3.7,11/8/2004,86,"Comedy, Western"
5151,The Heroes of Evil,6.4,9/11/2015,98,Drama
5152,Behind the Candelabra,6.7,5/26/2013,118,"Drama, Romance"
5153,Naked Killer,5.5,12/3/1992,100,"Action, Crime, Thriller"
5154,Dangerous Lies,6.3,4/30/2020,96,Thriller
5155,The Macaluso Sisters,7.1,9/10/2020,89,Drama
5156,The Man from Earth: Holocene,5.6,10/13/2017,98,"Drama, Science Fiction"
5157,Waffle Street,6.1,9/24/2015,86,"Drama, Comedy"
5158,The Legend of Barney Thomson,6.1,7/24/2015,96,"Comedy, Drama"
5159,Ali G Indahouse,6.1,3/21/2002,85,Comedy
5160,My Best Fiend,7.4,5/17/1999,95,Documentary
5161,Equinox,5.3,10/1/1970,80,"Adventure, Horror"
5162,The Invisible Man Returns,6.2,1/12/1940,81,"Horror, Mystery, Science Fiction, Thriller"
5163,Mimic,6.0,8/22/1997,105,"Fantasy, Horror, Thriller, Science Fiction"
5164,The Adventurer,6.9,10/22/1917,26,"Comedy, Adventure"
5165,Isn't It Romantic,6.2,2/13/2019,89,"Comedy, Fantasy, Romance"
5166,Impractical Jokers: The Movie,6.6,2/21/2020,92,Comedy
5167,8,6.1,3/13/2020,99,Horror
5168,Crazy Rich Asians,7.1,8/15/2018,121,"Comedy, Drama, Romance"
5169,1922,5.9,10/20/2017,102,"Horror, Crime, Drama"
5170,The Killing of a Chinese Bookie,7.1,2/15/1976,135,"Thriller, Crime, Drama"
5171,One Piece: Adventure of Nebulandia,7.7,12/20/2015,106,"Action, Animation, Adventure, Comedy, Fantasy"
5172,The New Kid,6.1,12/23/2015,81,Comedy
5173,Holy Water,5.8,7/1/2009,93,Comedy
5174,Sex Appeal,6.7,1/14/2022,90,"Comedy, Romance"
5175,Seven Blood-Stained Orchids,6.0,2/24/1972,92,"Mystery, Thriller, Horror"
5176,Barbie of Swan Lake,7.0,9/27/2003,83,"Animation, Family"
5177,Lottery Ticket,5.6,8/20/2010,99,Comedy
5178,Night of the Living Dead,7.6,10/4/1968,96,Horror
5179,My Mother's Castle,7.2,10/26/1990,99,"Adventure, Comedy, Drama, Romance"
5180,X2,7.0,4/27/2003,133,"Adventure, Action, Science Fiction"
5181,Von Ryan's Express,7.1,6/23/1965,117,"War, Action, Adventure, Thriller"
5182,Spider-Man: No Way Home,8.0,12/15/2021,148,"Action, Adventure, Science Fiction"
5183,Scream,6.7,1/12/2022,114,"Horror, Mystery, Thriller"
5184,Western,6.6,8/24/2017,121,Drama
5185,The Courageous Heart of Irena Sendler,7.3,4/19/2009,95,"Drama, War"
5186,Brooklyn,7.3,10/20/2015,111,"Romance, Drama"
5187,Romeo and Juliet Get Married,5.8,3/18/2005,90,"Drama, Comedy, Romance"
5188,Someone Marry Barry,5.6,2/7/2014,86,Comedy
5189,Les Gorilles,4.5,4/15/2015,0,Comedy
5190,Alone in the Dark 2,3.7,9/1/2008,88,"Action, Fantasy, Horror"
5191,National Theatre Live: Frankenstein,8.2,3/17/2011,130,"Drama, Horror, Science Fiction"
5192,Basic Instinct,6.9,3/20/1992,127,"Thriller, Mystery"
5193,The Villain,6.5,11/25/2009,86,Comedy
5194,Vivere,5.6,9/26/2019,103,Drama
5195,Crying Freeman,6.3,4/23/1995,102,"Action, Crime"
5196,Priceless,6.4,12/13/2006,104,"Drama, Comedy, Romance"
5197,Caruso Pascoski (di padre polacco),6.7,12/16/1988,103,Comedy
5198,The Seafarers,4.5,10/15/1953,29,Documentary
5199,The Rugrats Movie,6.2,11/20/1998,79,"Family, Animation, Comedy, Adventure"
5200,Tenderness,6.3,4/24/2017,103,Drama
5201,A Woman,6.0,7/12/1915,23,Comedy
5202,The Glass House,5.9,9/14/2001,107,"Drama, Thriller"
5203,The Great Wall,6.0,12/16/2016,103,"Action, Adventure, Fantasy"
5204,Let Them All Talk,5.7,12/10/2020,113,"Comedy, Drama"
5205,I cassamortari,5.2,3/24/2022,102,Comedy
5206,Otherhood,6.2,8/13/2019,100,Comedy
5207,How the West Was Fun,5.5,11/19/1994,96,"Drama, Family, TV Movie, Western"
5208,Things Heard & Seen,5.7,4/29/2021,121,Horror
5209,Root of All Evil?,7.4,1/9/2006,93,Documentary
5210,The Visitors II: The Corridors of Time,6.0,2/11/1998,118,"Comedy, Fantasy"
5211,Friday the 13th,5.8,2/11/2009,97,Horror
5212,Battlefield Earth,3.2,5/12/2000,117,"Action, Adventure, Comedy, Science Fiction"
5213,The Duellists,7.3,8/31/1977,100,"Drama, War"
5214,Chappaquiddick,6.1,4/6/2018,107,"History, Drama, Thriller"
5215,The Whiskey Bandit,6.4,11/23/2017,126,"Action, Crime"
5216,The Score,6.7,7/13/2001,124,"Action, Crime, Thriller, Mystery"
5217,The 5th Wave,5.9,1/14/2016,112,"Science Fiction, Adventure, Action"
5218,Merry Matrimony,5.9,11/22/2015,84,"Romance, TV Movie"
5219,Pound of Flesh,5.6,5/7/2015,104,Action
5220,Beautiful Kate,5.8,8/6/2009,90,Drama
5221,Wonderstruck,6.0,10/13/2017,115,Drama
5222,The Shootist,7.1,8/11/1976,100,"Western, Drama"
5223,Brighton Rock,6.9,1/9/1948,92,"Crime, Drama, Thriller"
5224,"Silent Night, Deadly Night 3: Better Watch Out!",3.8,11/9/1989,90,Horror
5225,The Long Day Closes,7.3,5/22/1992,85,Drama
5226,The Gospel of John,7.6,9/11/2003,180,"Drama, History"
5227,The Night Flier,6.0,4/30/1997,93,"Horror, Mystery"
5228,A Close Shave,7.5,4/10/1995,30,"Family, Animation, Comedy"
5229,The Lost Viking,6.4,5/28/2018,103,"Action, Adventure, History"
5230,Miami Vice,6.0,7/27/2006,132,"Action, Crime, Thriller"
5231,County Hospital,6.9,6/25/1932,19,Comedy
5232,Jacquou the Rebel,6.6,1/17/2007,140,"Adventure, Drama"
5233,Buffaloed,6.8,2/14/2020,95,"Comedy, Drama"
5234,The Ant Bully,5.7,7/28/2006,88,"Fantasy, Adventure, Animation, Comedy, Family"
5235,Rapid Fire,6.4,8/21/1992,95,"Action, Thriller"
5236,The Color Purple,7.7,12/18/1985,154,"Drama, History"
5237,Ben Is Back,6.7,12/5/2018,103,Drama
5238,Komodo,5.0,7/4/1999,89,"Adventure, Horror, Thriller, Science Fiction"
5239,Tutta un'altra vita,5.7,9/12/2019,99,Comedy
5240,Troll 2,3.9,10/12/1990,95,"Horror, Fantasy"
5241,Eight Crazy Nights,5.1,11/27/2002,76,"Animation, Comedy"
5242,Outrage Coda,6.8,10/7/2017,104,"Action, Adventure, Crime, Thriller"
5243,Roma,7.7,8/25/2018,135,Drama
5244,The Superdeep,6.1,11/4/2020,113,"Horror, Science Fiction, Thriller"
5245,Baron Blood,6.1,2/25/1972,98,Horror
5246,Boomerang,6.3,9/23/2015,105,Drama
5247,Long Shot,7.2,9/3/2017,41,"Documentary, Crime"
5248,Where the Buffalo Roam,5.9,4/25/1980,99,Comedy
5249,Minions: Holiday Special,7.0,11/27/2020,21,"Family, Animation, Comedy"
5250,Chasing Sleep,6.0,5/16/2001,104,"Horror, Mystery, Thriller"
5251,Green Card,6.1,12/23/1990,108,"Comedy, Romance, Drama"
5252,Shrek the Halls,6.3,11/28/2007,28,"Adventure, Animation, Comedy, Fantasy, Family"
5253,Marnie,7.2,7/17/1964,130,"Thriller, Mystery, Drama, Romance, Crime"
5254,Mo' Better Blues,6.5,8/3/1990,129,"Drama, Romance, Music, Comedy"
5255,Zama,6.7,9/28/2017,115,"Drama, History"
5256,Life of Crime,5.7,9/14/2013,94,"Comedy, Crime"
5257,Aquarium of the Dead,5.7,5/21/2021,86,"Horror, Action"
5258,Sorority House Massacre II,5.6,10/5/1990,80,"Comedy, Horror, Thriller"
5259,Stag Night,4.8,6/26/2008,84,"Action, Horror, Thriller"
5260,The Golden Voyage of Sinbad,6.6,12/20/1973,105,"Action, Adventure, Drama, Fantasy, Family"
5261,The Last Word,5.9,4/20/2008,90,"Drama, Romance"
5262,Arctic Blast,5.5,8/4/2010,92,"Science Fiction, Action"
5263,The King and the Mockingbird,7.7,3/19/1980,83,"Animation, Family, Fantasy"
5265,The Public,6.6,4/5/2019,122,Drama
5266,B.A.P.S.,5.1,3/28/1997,90,Comedy
5267,My Night at Maud's,7.7,6/4/1969,110,"Romance, Comedy, Drama"
5268,Cheese in the Trap,6.7,3/14/2018,113,"Romance, Drama, Thriller"
5269,The Joy Luck Club,7.1,9/8/1993,139,Drama
5270,Il grande salto,5.1,6/13/2019,91,Comedy
5271,Doctor Who: Deep Breath,7.7,8/23/2014,76,"TV Movie, Science Fiction, Adventure, Drama"
5272,The Source,6.7,11/2/2011,135,"Comedy, Drama"
5273,Under the Riccione Sun,6.2,7/1/2020,102,"Comedy, Romance"
5274,The Beta Test,6.2,10/15/2021,93,"Thriller, Horror, Comedy"
5275,An Italian Name,6.3,1/22/2015,89,Comedy
5276,Big Eyes,7.0,12/24/2014,106,Drama
5277,Teen Lust,4.8,9/4/2014,80,"Comedy, Horror"
5278,Hurricane Bianca,6.1,6/3/2016,84,"Comedy, Drama"
5279,Bad Genius,7.9,5/3/2017,130,"Drama, Crime, Thriller, Comedy"
5280,Return,6.5,2/10/2011,97,Drama
5281,Straight Talk,5.9,4/3/1992,91,Comedy
5282,Heathers,7.3,3/31/1989,103,"Comedy, Crime"
5283,The Mothman Prophecies,6.2,1/25/2002,119,"Drama, Horror, Mystery"
5284,Cactus Flower,7.2,12/16/1969,103,"Comedy, Romance"
5285,Zoolander 2,4.9,2/6/2016,100,"Comedy, Adventure, Action"
5286,Marvel One-Shot: All Hail the King,6.8,2/4/2014,14,"Action, Comedy, Fantasy"
5287,The Ice Storm,6.8,2/5/1997,112,Drama
5288,Moonwalkers,6.1,3/14/2015,107,Comedy
5289,Arahan,6.6,4/30/2004,114,"Fantasy, Action, Comedy, Thriller"
5290,The Innocents,7.4,12/15/1961,100,"Horror, Mystery"
5291,Bulworth,6.3,5/15/1998,108,"Comedy, Drama"
5292,The Magnificent One,7.1,11/23/1973,95,"Action, Comedy, Romance"
5293,The Adventures of Pluto Nash,4.3,8/16/2002,95,"Action, Comedy, Science Fiction"
5294,Fire Birds,5.1,5/25/1990,85,"Action, Adventure"
5295,Running Out of Time 2,6.0,12/27/2001,95,"Thriller, Action, Crime"
5296,Scooby-Doo! and the Legend of the Vampire,7.2,3/4/2003,72,"Family, Animation, Comedy, Fantasy, Music, Mystery"
5297,Face to Face,7.1,11/23/1967,112,Western
5298,Nomads,4.9,3/7/1986,89,"Drama, Fantasy, Thriller"
5299,Il Sorpasso,8.2,12/5/1962,105,"Drama, Comedy"
5300,There Are No Saints,5.2,5/27/2022,105,"Action, Mystery, Thriller"
5301,Boot Hill,6.0,12/20/1969,97,"Comedy, Western"
5302,Pelíšky,8.1,4/8/1999,115,"Comedy, Drama"
5303,The Tale of The Princess Kaguya,8.1,11/23/2013,137,"Animation, Drama, Fantasy"
5304,Hello Again,5.9,11/6/1987,96,"Fantasy, Comedy, Romance"
5305,Death to 2021,5.9,12/27/2021,60,Comedy
5306,Clerks II,6.9,7/21/2006,97,Comedy
5307,Blood,6.9,1/12/2023,108,"Horror, Mystery, Thriller"
5308,Narvik,6.8,12/25/2022,108,"War, Drama, History, Action"
5309,Ray Charles - Live in France 1961,7.2,10/20/2011,111,"Music, Documentary"
5310,Decalogue VIII,7.3,9/12/1989,55,"Drama, TV Movie"
5311,Torso,6.5,1/4/1973,93,"Horror, Mystery, Thriller"
5312,Bornless Ones,4.7,10/6/2016,81,"Horror, Mystery, Thriller"
5313,The Purge,6.2,5/31/2013,86,"Science Fiction, Horror, Thriller"
5314,Secret Agents,5.3,3/3/2004,109,"Action, Crime, Thriller"
5315,No Mercy for the Rude,6.6,8/24/2006,113,"Comedy, Action, Crime, Thriller, Adventure"
5316,I Want You,4.8,3/9/2007,106,"Romance, Comedy"
5317,Welcome,7.1,3/11/2009,110,"Drama, Romance"
5318,What Keeps You Alive,5.8,1/4/2018,99,"Thriller, Horror"
5319,Virtuosity,5.5,8/4/1995,106,"Action, Crime, Science Fiction, Thriller"
5320,The Gnome-Mobile,6.1,7/19/1967,85,"Fantasy, Comedy, Family"
5321,Avengers: Age of Ultron,7.3,4/22/2015,141,"Action, Adventure, Science Fiction"
5322,Big is Beautiful,5.8,3/27/2012,100,Comedy
5323,The Neighbors' Window,7.0,8/2/2019,20,Drama
5324,Wit,7.2,2/9/2001,99,"Drama, TV Movie"
5325,5 Star Christmas,4.3,12/7/2018,92,Comedy
5326,White Water Summer,6.3,7/10/1987,90,"Adventure, Drama"
5327,Chhichhore,7.7,9/5/2019,146,"Romance, Comedy, Drama"
5328,Madame Bovary,5.7,6/4/2015,118,Drama
5329,Cutie Honey,6.3,5/29/2004,94,Action
5330,La leyenda del Charro Negro,8.1,1/19/2018,85,"Animation, Fantasy, Action, Family, Horror"
5331,Battle Royale II: Requiem,4.9,7/5/2003,155,"Action, Thriller"
5332,Loving Pablo,6.3,10/12/2017,123,"Crime, Drama"
5333,Friendzone,6.0,9/29/2021,88,"Romance, Comedy"
5334,J.T. LeRoy,5.4,4/26/2019,105,"Drama, History"
5335,Don't Come Knocking,6.3,5/19/2005,123,"Drama, Western"
5336,Saturn in Opposition,6.9,2/23/2007,110,Drama
5337,Emily,7.0,10/14/2022,130,"History, Drama, Romance"
5338,Return to Sender,6.4,9/17/2004,109,Drama
5339,Enemy of the State,7.0,11/20/1998,132,"Action, Drama, Thriller"
5340,Jai Bhim,7.5,11/2/2021,164,"Crime, Drama, Mystery"
5341,Two Lovers and a Bear,6.6,10/2/2016,96,"Drama, Romance"
5342,Boys Cry,7.0,6/7/2018,95,"Crime, Drama"
5343,23 Blast,6.7,10/24/2014,98,Drama
5344,C.R.A.Z.Y.,7.4,5/27/2005,126,"Comedy, Drama"
5345,Raw Deal,5.8,6/6/1986,106,"Action, Crime, Thriller"
5346,Doctor Strange,6.8,8/14/2007,76,"Action, Animation, Fantasy, Science Fiction"
5347,The Foot Fist Way,5.9,6/24/2006,83,Comedy
5348,Slaughtered Vomit Dolls,4.4,2/14/2006,71,"Horror, Drama"
5349,Starbuck,6.9,7/27/2011,103,Comedy
5350,Karol: A Man Who Became Pope,7.0,8/15/2005,155,"Drama, History"
5351,Best Man Down,6.8,10/20/2012,90,"Comedy, Drama"
5352,Martin (Hache),7.5,3/31/1997,134,Drama
5353,Winter Boy,7.0,11/30/2022,123,Drama
5354,Police Academy 4: Citizens on Patrol,5.5,4/2/1987,88,"Comedy, Crime"
5355,1945,7.1,4/20/2017,91,Drama
5356,Wall Street,7.2,12/10/1987,126,"Crime, Drama"
5357,GoldenEye,6.9,11/16/1995,130,"Adventure, Action, Thriller"
5358,Beach Rats,6.0,8/25/2017,99,"Drama, Romance"
5359,Pulse,6.5,2/3/2001,119,"Horror, Thriller, Mystery"
5360,F/X,6.4,2/7/1986,109,"Action, Thriller"
5361,1969,5.5,8/18/1988,95,"Drama, War"
5362,Three to Tango,5.7,10/22/1999,98,"Comedy, Romance"
5363,Portrait of Jennie,7.1,12/25/1948,86,"Drama, Fantasy, Romance"
5364,A Hijacking,6.8,2/29/2012,103,"Thriller, Drama"
5365,Noah,5.7,3/7/2014,138,"Drama, Adventure"
5366,10 Days Without Mom,7.2,7/6/2017,99,"Comedy, Family"
5367,All Love Songs,7.3,11/8/2018,92,Romance
5368,And Starring Pancho Villa as Himself,6.9,9/7/2003,112,"Drama, History, War, Western, TV Movie"
5369,The Savages,6.8,1/19/2007,114,Drama
5370,The Swindle,7.3,10/7/1955,113,"Drama, Crime"
5371,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.1,1/29/1964,95,"Drama, Comedy, War"
5372,Day of the Dead,5.2,4/8/2008,86,"Horror, Thriller, Action"
5373,Saving Christmas,1.8,11/14/2014,79,"Comedy, Family"
5374,Hollywood Homicide,5.2,6/9/2003,116,"Action, Adventure, Comedy, Thriller"
5375,The Big Chill,6.9,9/30/1983,105,"Comedy, Drama"
5376,Priest,5.8,5/5/2011,87,"Action, Fantasy, Horror, Thriller"
5377,Don't Drink the Water,5.6,12/18/1994,91,"Comedy, TV Movie"
5378,Trophy Wife,6.1,11/10/2010,103,Comedy
5379,The Green Inferno,5.7,9/8/2013,100,"Horror, Thriller, Adventure"
5380,Adam,6.8,7/7/2009,99,"Drama, Romance"
5381,Homicidal,6.5,7/26/1961,87,"Horror, Thriller"
5382,Subconscious Cruelty,4.9,4/13/2001,92,"Horror, Crime"
5383,Book Club: The Next Chapter,6.6,5/11/2023,108,"Comedy, Romance"
5384,Black Peter,6.9,4/17/1964,89,"Drama, Comedy"
5385,The Sword in the Stone,7.2,12/25/1963,79,"Animation, Family"
5386,Terrible Jungle,5.2,7/29/2020,91,"Comedy, Adventure"
5387,Firestorm,6.2,12/12/2013,105,"Drama, Action, Thriller"
5388,Combat Girls,6.8,6/28/2011,100,Drama
5389,Fright Night,7.0,8/2/1985,107,"Comedy, Horror"
5390,The Water Horse,6.4,12/25/2007,112,"Family, Adventure, Fantasy"
5391,Collision,5.8,6/16/2022,99,"Thriller, Crime, Drama"
5392,Tricked,5.8,11/10/2012,55,"Drama, Comedy"
5393,The Exorcist,6.2,11/2/2022,101,Horror
5394,Rogue City,5.9,10/30/2020,116,"Crime, Thriller, Action, Drama"
5395,Old Joy,6.3,3/25/2006,73,Drama
5396,The Day After Tomorrow,6.5,5/26/2004,124,"Action, Adventure, Science Fiction, Thriller"
5397,Bigbug,5.3,2/11/2022,111,"Science Fiction, Comedy"
5398,Lady in the Lake,6.0,12/19/1946,105,"Mystery, Thriller, Crime"
5399,Selena,7.7,3/21/1997,127,"Drama, Music, History"
5400,Perfect High,6.0,7/5/2015,88,"Drama, TV Movie"
5401,The Treasure,6.6,12/3/2015,89,Comedy
5402,The Bosses,7.5,7/31/2015,83,"Crime, Drama, Thriller"
5403,French Cuisine,4.7,12/30/2015,81,Comedy
5404,The Haunted Mansion,5.6,11/26/2003,88,"Thriller, Fantasy, Comedy, Family, Mystery"
5405,Walk on Water,6.9,2/5/2004,103,Drama
5406,The Year Without a Santa Claus,7.3,12/10/1974,51,"Animation, Family"
5407,How I Ended This Summer,6.4,2/17/2010,124,"Drama, Thriller"
5408,Alone,7.2,3/28/2007,90,"Horror, Mystery, Drama"
5409,Better Luck Tomorrow,6.4,4/11/2003,101,"Crime, Drama"
5410,The Lost,5.2,3/11/2006,119,"Horror, Crime, Drama, Thriller"
5411,The Under-Gifted,6.5,4/30/1980,92,Comedy
5412,Jumping the Broom,6.0,5/6/2011,112,Comedy
5413,The Parent Trap,7.0,5/13/1961,129,"Comedy, Family"
5414,Young Guns II,6.5,8/1/1990,104,"Western, Adventure"
5415,Here Come the Teachers,5.4,5/1/2018,97,Comedy
5416,Ravenous,5.9,9/23/2017,104,"Horror, Drama, Science Fiction"
5417,The Woman Who Ran,6.4,9/17/2020,77,Drama
5418,Born a Champion,7.1,1/22/2021,111,"Action, Drama"
5419,The Adjustment Bureau,6.7,3/3/2011,106,"Science Fiction, Thriller, Romance"
5420,Dreams,7.7,5/11/1990,119,"Fantasy, Drama"
5421,The September Issue,6.6,8/28/2009,90,Documentary
5422,HK: Forbidden Super Hero,6.2,4/13/2013,105,"Action, Comedy"
5423,Henry V,7.2,10/5/1989,137,"War, Drama, History"
5424,The Wind and the Lion,6.6,5/22/1975,119,"Action, Adventure, Drama, History"
5425,Nostalgia for the Light,7.4,10/27/2010,93,Documentary
5426,Little Women,7.3,12/21/1994,115,"Drama, Romance"
5427,Santa Claus,5.7,11/26/1959,94,"Family, Fantasy, Horror, Comedy"
5428,Love & Sex,6.2,8/27/1999,82,"Comedy, Drama, Romance"
5429,Winnebago Man,6.6,7/9/2010,85,"Documentary, Comedy"
5430,The Carabineers,6.6,5/31/1963,76,"Comedy, Drama, War"
5431,London to Brighton,6.3,12/1/2006,85,"Crime, Drama, Thriller"
5432,Population 436,5.8,7/4/2006,88,"Horror, Thriller"
5433,The Man Without a Face,6.5,8/25/1993,115,Drama
5434,Get Real,6.7,8/16/1998,108,"Drama, Romance"
5435,Tony Parker: The Final Shot,7.1,1/6/2021,98,Documentary
5436,The Best of Youth,8.1,6/22/2003,366,"Drama, History, Romance"
5437,Shaandaar,4.5,10/22/2015,144,"Comedy, Romance"
5438,Moonwalker,6.9,10/29/1988,93,"Fantasy, Music"
5439,The Flintstones,5.3,5/26/1994,91,"Fantasy, Comedy, Family"
5440,Doctor Who: The Waters of Mars,7.8,11/15/2009,62,"Horror, Science Fiction, Drama, Mystery, Adventure, TV Movie"
5441,Scandal Makers,7.2,12/3/2008,108,"Comedy, Drama, Music"
5442,The SpongeBob Movie: Sponge Out of Water,6.1,1/28/2015,93,"Family, Adventure, Comedy, Fantasy, Animation"
5443,Madhouse,6.1,5/22/1974,92,"Crime, Horror, Mystery, Thriller"
5444,The Wild Soccer Bunch 2,6.0,2/17/2005,85,"Adventure, Family, Comedy"
5445,Article 15,7.6,5/28/2019,130,"Drama, Crime"
5446,I Am Greta,5.8,10/16/2020,97,Documentary
5447,After,7.1,4/11/2019,106,"Romance, Drama"
5448,Shark Tale,6.0,9/20/2004,90,"Animation, Action, Comedy, Family"
5449,The Contractor,5.5,7/10/2007,105,"Action, Adventure, Drama, Thriller"
5450,Last Year at Marienbad,7.5,5/25/1961,95,"Drama, Romance"
5451,Loving Ibiza,5.1,1/30/2013,117,"Comedy, Romance"
5452,Code of Honor,4.2,5/6/2016,107,"Action, Crime, Thriller"
5453,Cro Minion,7.1,11/4/2015,5,"Animation, Family"
5454,Kwaidan,7.7,12/29/1964,183,"Fantasy, Horror, Drama"
5455,For Love and Honour,7.1,12/13/2007,140,"Action, Crime, Drama"
5456,Lilo & Stitch,7.5,6/21/2002,85,"Animation, Family"
5457,Dolls,7.6,10/12/2002,114,"Drama, Romance"
5458,Too Late,6.9,3/25/2016,108,"Drama, Crime, Mystery"
5459,The Most Beautiful Day,7.0,2/25/2016,113,"Comedy, Drama"
5460,The Son's Room,7.1,3/9/2001,99,Drama
5461,Pirates,6.2,5/8/1986,124,"Adventure, Comedy"
5462,Floating Skyscrapers,5.9,11/22/2013,85,"Drama, Romance"
5463,The Sleeping Car Murder,7.0,11/17/1965,95,Crime
5464,Nightlife,6.3,2/13/2020,111,"Comedy, Romance"
5465,The Midnight Man,5.8,9/30/2016,95,Horror
5466,Crazy/Beautiful,6.6,6/29/2001,99,"Drama, Romance"
5467,Toto the Hero,7.1,5/17/1991,91,"Drama, Comedy, Fantasy"
5468,Cockneys vs Zombies,5.7,8/31/2012,88,"Comedy, Horror"
5469,Summerland,7.6,7/24/2020,100,"Drama, Romance"
5470,"Take the Ball, Pass the Ball",7.9,11/7/2018,107,Documentary
5471,Heaven & Earth,6.6,12/25/1993,140,"History, War, Action, Drama"
5472,Koi... Mil Gaya,6.9,8/8/2003,171,"Drama, Science Fiction, Action"
5473,The Stranger,4.6,6/12/2014,93,"Thriller, Horror, Mystery"
5474,You Hurt My Feelings,6.6,5/26/2023,93,"Comedy, Drama, Romance"
5475,Black Emanuelle,4.7,11/27/1975,94,"Drama, Romance, Adventure"
5476,Freeze Frame,6.2,5/1/2004,99,"Thriller, Drama, Crime"
5477,A Remarkable Tale,5.7,7/12/2019,93,Comedy
5478,Harriet the Spy,6.0,7/10/1996,100,"Comedy, Drama, Family"
5479,Colonia,7.3,6/24/2015,106,"Drama, History"
5480,Dearest,7.2,9/26/2014,128,Drama
5481,Empties,7.0,3/8/2007,103,Comedy
5482,The Glass Bottom Boat,6.2,6/9/1966,110,"Comedy, Romance"
5483,A Perfect Ending,6.2,6/1/2012,110,"Drama, Romance"
5484,The Russia House,6.1,12/21/1990,118,"Drama, Thriller, Romance"
5485,Twin Peaks,8.4,9/28/1989,116,"Crime, Drama, Mystery, TV Movie"
5486,The Little Princess,6.7,3/17/1939,93,"Drama, Comedy, Family"
5487,The Swan Princess,6.6,11/18/1994,89,"Family, Animation, Fantasy, Adventure, Comedy"
5488,The Way Back,6.6,3/5/2020,107,Drama
5489,Jexi,6.8,10/10/2019,84,Comedy
5490,Straight Outta Compton,7.8,8/11/2015,147,"Drama, Music, History"
5491,That's Life,6.0,4/5/2018,110,"Comedy, Drama"
5492,Alice Through the Looking Glass,6.6,5/25/2016,113,"Adventure, Family, Fantasy"
5493,The Dilemma,5.3,1/13/2011,111,"Comedy, Drama"
5494,Life During Wartime,6.1,10/10/2009,97,"Comedy, Drama"
5495,Guinea Pig: Devil's Experiment,4.7,9/4/1985,43,Horror
5496,#Horror,3.6,11/20/2015,90,"Drama, Mystery, Horror, Thriller"
5497,Life-Size,6.2,3/5/2000,101,"TV Movie, Family, Comedy, Fantasy"
5498,Chloe,6.1,2/25/2010,96,"Drama, Thriller, Mystery"
5499,Confidence,6.2,4/25/2003,97,"Action, Comedy, Thriller, Crime, Mystery"
5500,Leal,7.2,8/2/2018,107,"Action, Crime, Drama"
5501,Champions,7.5,4/6/2018,124,"Drama, Comedy"
5502,Steins;Gate: The Movie - Load Region of Déjà Vu,7.6,4/20/2013,90,"Science Fiction, Animation, Drama"
5503,May God Save Us,6.7,10/28/2016,127,"Thriller, Crime, Action"
5504,The Spirit of Christmas,6.7,12/25/1995,5,"Animation, Comedy"
5505,Superman: Red Son,7.2,2/24/2020,84,"Science Fiction, Animation, Action"
5506,Margot at the Wedding,5.9,11/16/2007,91,"Comedy, Drama"
5507,The Cruel Sea,7.0,2/24/1953,126,"Drama, History, War"
5508,Breakthrough,7.6,4/10/2019,116,Drama
5509,Beethoven's 2nd,5.5,12/14/1993,89,"Family, Comedy"
5510,2 Alone in Paris,5.2,6/25/2008,94,Comedy
5511,Don't Look Now... We're Being Shot At!,7.9,12/8/1966,132,"Comedy, War"
5512,For Colored Girls,6.8,11/5/2010,134,Drama
5513,Barbie: A Fairy Secret,6.7,3/1/2011,72,"Animation, Family, Fantasy"
5514,The Garden of Sinners: A Study in Murder (Part 2),7.3,8/8/2009,120,"Animation, Fantasy"
5515,Victoria,7.6,6/11/2015,138,"Crime, Thriller, Romance"
5516,Seventeen,7.3,9/21/2019,99,"Drama, Comedy"
5517,The Getaway,7.1,9/20/1972,123,"Action, Crime, Thriller"
5518,The Addams Family 2,7.0,10/1/2021,93,"Animation, Adventure, Comedy, Family, Fantasy, Horror"
5519,Cléo from 5 to 7,7.7,4/11/1962,90,Drama
5520,The Ambulance,5.8,3/22/1990,96,"Action, Thriller, Comedy"
